text
A slice with a fanning reflection geometry with.
2D section exhibiting a spreading stratigraphic unit with.
A 2D seismic model featuring a fanning reflection geometry presenting.
A 2D seismic model with a divergent bedform geometry.
2D seismic model containing diverging seismic pattern.
2D seismic model characterized by a divergent bedform geometry of.
Seismic section with chaotic reflections of low amplitude.
Subsurface model exhibiting a chaotic pattern of low amplitude.
Subsurface representation exhibiting undefined internal geometry presenting low amplitude.
A high frequency and low amplitude slice presenting a chaotic pattern.
A low amplitude and high frequency 2D subsurface model with chaotic reflections.
"A high frequency, low noise and low amplitude subsurface model with an oblique clinoform pattern."
"A seismic section exhibiting progradational geometry with low noise, low amplitude and high frequency."
"2D section containing forward-prograding geometry presenting low noise, low amplitude and high frequency."
"Seismic image of a sigmoidal clinoform set presenting low amplitude, low noise and high frequency."
"A 2D subsurface model exhibiting forward-prograding geometry with low noise, high frequency and low amplitude."
"A 2D subsurface model exhibiting an oblique clinoform pattern of high frequency, low noise and low amplitude."
"A subsurface model exhibiting forward-prograding geometry presenting low amplitude, low noise and high frequency."
Low amplitude 2D subsurface model with an undefined seismic structure.
A subsurface representation characterized by undefined internal geometry of low amplitude.
A section exhibiting internal structuraly disturbed reflexions with low amplitude.
"2D section containing concordant seismic layering presenting low amplitude, high noise and high frequency."
"2D seismic model containing laterally uniform bedding presenting high noise, high frequency and low amplitude."
"2D seismic model featuring an horizontally layered sequence presenting high noise, high frequency and low amplitude."
"Section exhibiting a tabular reflection pattern of high noise, low amplitude and high frequency."
"Slice containing a parallel-bedded strata of high frequency, low amplitude and high noise."
Slice featuring chaotic reflections presenting low amplitude and high frequency.
A section presenting a chaotic pattern presenting low amplitude and high frequency.
A low amplitude and high frequency seismic section featuring a chaotic pattern.
A seismic image exhibiting chaotic internal geometry presenting low amplitude and high frequency.
Seismic model with an undefined seismic structure with high frequency and low amplitude.
A 2D subsurface model with chaotic internal geometry of low amplitude and high frequency.
Subsurface representation presenting undefined internal geometry presenting low amplitude and high frequency.
"A 2D section of a clinoform of low amplitude, low noise and high frequency."
"Slice presenting an oblique clinoform pattern with high frequency, low amplitude and low noise."
"Section with an horizontally layered sequence presenting low amplitude, high frequency and high noise."
"Slice of continuous horizontal reflections of low amplitude, high noise and high frequency."
"Section featuring a tabular reflection pattern with high frequency, high noise and low amplitude."
"A subsurface model of an horizontally layered sequence of high noise, low amplitude and high frequency."
"Seismic image characterized by laterally uniform bedding of high noise, high frequency and low amplitude."
"Low amplitude, high noise and high frequency seismic model of a tabular reflection pattern."
